n,id,username,date,content,url
1966,1409710497637699588,annetteacp,2021-06-29 03:09:08+00:00,"Yo opino todo el que esté de acuerdo con la 3ra y 4ta dosis de la vacuna, debe recibir 6 dosis mezcladas de las diferentes marcas de vacunas para “que sean más inmunes al COVID-19”. #NoSabenGobernar",https://twitter.com/annetteacp/status/1409710497637699588
1967,1409710283208069121,LeoAponte_,2021-06-29 03:08:17+00:00,"Hoy fuí al centro médico siglo 21 a recibir la segunda dosis de la vacuna, donde casi no hubo medidas de seguridad, larga fila, mucha gente y no se respetaba la sana distancia, la vacuna de Pfizer en 6 dosis, si enfermo de covid-19 hago responsable a @Claudiashein del contagio.",https://twitter.com/LeoAponte_/status/1409710283208069121
1968,1409710269425623040,figlesias1977,2021-06-29 03:08:14+00:00,Sobre vacuna #Cansino (1 sola dosis y la q compró Ecuador). Me la puse hace 30 días. A los 15 nos dijeron q en max 6 meses debemos ponernos otra xq su efecto contra #COVID19 no es bueno y aún así no se garantiza y ojo en un pais potencia. Hoy me puse #Pfizer para estar + seguro.,https://twitter.com/figlesias1977/status/1409710269425623040
1969,1409710143940358147,AlonsoElias11,2021-06-29 03:07:44+00:00,"Adelantan vacunación contra la Covid-19 para los mayores de 50 años desde este miércoles 30 de junio
El Ministerio de Salud, confirmó que a partir de este miércoles, todas las personas que se encuentren en grupo de 50 a 59 años ya podrán recibir su primera dosis en Lima y Callao",https://twitter.com/AlonsoElias11/status/1409710143940358147
1970,1409709872933863427,aLoNsO_Ryu,2021-06-29 03:06:39+00:00,"Hoy me aplicaron la segunda dosis de la vacuna contra el covid-19 💉
Ahorita siento un poco de dolor de cabeza y solo me dijeron que tome paracetamol, espero que desaparezca el dolor mañana... 💊🥺",https://twitter.com/aLoNsO_Ryu/status/1409709872933863427
1971,1409709611649626116,rvazquezparada,2021-06-29 03:05:37+00:00,"#Yucatán vive el mes con mayor contagio en 15 meses de pandemia, con un promedio de 236 casos diarios ya suma en 28 días de junio 6,634 (antes era Julio 2020 con 5326) El regreso del toque de queda y semáforo naranja han logrado detener la ola de casos de #COVID19 @azucenau",https://twitter.com/rvazquezparada/status/1409709611649626116
1972,1409709562123358208,chriZzestrada14,2021-06-29 03:05:25+00:00,¿No hay forma que haya pronto nuevas elecciones para que mágicamente desaparezca el #COVID19 y volvamos casi todos los estados a semáforo verde?.,https://twitter.com/chriZzestrada14/status/1409709562123358208
1973,1409709506989236230,ReservaBR4,2021-06-29 03:05:12+00:00,"Que los de la #PrimeraLinea pensaran un segundo,en los síntomas habituales, menos comunes  y graves del #Covid_19 y que eso mismo podrían sufrir ellos, familia,vecinos y amigos, no estarían haciendo lo que hacen de manera indolente #ColombiaUnaRazon",https://twitter.com/ReservaBR4/status/1409709506989236230
1974,1409709475599056903,PerezDiazMX,2021-06-29 03:05:04+00:00,"1,219 nuevos casos de #COVID19 en #Sinaloa. Salud informó de un ""rezago"" en la estadística. Son contagios que datan de hace tres meses, cuando las campañas:

1- El responsable de la captura en plataforma no está haciendo su chamba.

2- Ocultaron cifras en campaña.

O las dos.",https://twitter.com/PerezDiazMX/status/1409709475599056903
1975,1409709398033801221,FajardoCA,2021-06-29 03:04:46+00:00,Por lo que se comunica en los medios en Colombia el COVID-19 solo existe para el que se contagia…,https://twitter.com/FajardoCA/status/1409709398033801221
1976,1409709375749382145,SanPflei,2021-06-29 03:04:40+00:00,"El macrista putea a Patricia Sosa por cantar en el homenaje a los fallecidos por covid19. Putea porque creía que Sosa era de su propiedad, y porque no soporta que haya sido antes de los 100 muertos. Se relamen porque sería un fracaso del gobierno. Eso son los macristas.",https://twitter.com/SanPflei/status/1409709375749382145
1977,1409708652664037390,himselfsv,2021-06-29 03:01:48+00:00,"I 🥰 USA!

GRACIAS POR DONARNOS 2 MILLONES DE DOSIS DE VACUNA CONTRA LA COVID-19",https://twitter.com/himselfsv/status/1409708652664037390
1978,1409708563606343682,covid_news_br,2021-06-29 03:01:27+00:00,"29/06/21 00:01, COVID-19 no mundo. 

Casos confirmados: 182192485 

Recuperados: 166747882 

Mortes: 3945316",https://twitter.com/covid_news_br/status/1409708563606343682
1979,1409708539656826881,CarlosAlbornoz0,2021-06-29 03:01:21+00:00,"El médico ""cientifico"" cubano que inventó la vacuna Abdala falleció en Cuba victima de Covid 19. me van a disculpar pero jamás me pondría esa porquería así no existieran mas vacunas!. #SiguemeYTeSigo #Venezuela",https://twitter.com/CarlosAlbornoz0/status/1409708539656826881
1980,1409708509785051136,Loveisnottour14,2021-06-29 03:01:14+00:00,"Apoye a las familias separadas por # covid19, los padres no pueden ver a sus hijos durante meses #LoveIsNotTourismFrance #StopTravelBan #couplesbinationaux #LoveIsNotTourism #BotForLove753",https://twitter.com/Loveisnottour14/status/1409708509785051136
1981,1409708370156605447,Heduardo_Garcia,2021-06-29 03:00:41+00:00,"A veces pienso que está puta enfermedad de #COVID19 creada por el demonio ha jugado con el destino, tal vez Dios ha empezando a llamar a sus mejores guerreros al paraíso para alistarlos como ejército de ángeles a el día de su regreso!!!

Me dirán loco, pero su llegada es pronto.",https://twitter.com/Heduardo_Garcia/status/1409708370156605447
1982,1409708278544703489,GeraldoMorillo8,2021-06-29 03:00:19+00:00,"Todos hemos Visto el Covid 19, de un punto de Vista destructivo y Negativo! ahora vamos a verlo de otro punto de vista? Si esta pandemia hubiera sido en época atra hubiera acabado con la Humanidad, ""La Gracia a DIOS Por Todos"", por Saber lo k Hace",https://twitter.com/GeraldoMorillo8/status/1409708278544703489
1983,1409707786234077191,SandraSirhan,2021-06-29 02:58:21+00:00,"Contagio Subió x Desacato alentado x #Todes #Comunismo 
#Matus anunció 8000 muertes x #Covid19 tuvo 8000 likes
#Mónica Rió Guasona en Cámara ante Dr #Paris Triste x Rebrote reeleccion  #Izkia ella y #Kramer #Funa a #Mañalich
Provocó muertes fue Triunfo Político Dijeron Eres Tu!",https://twitter.com/SandraSirhan/status/1409707786234077191
1984,1409707565479448580,Rogubravo,2021-06-29 02:57:29+00:00,"Al día de hoy tenemos 232,608 razones para tener certeza de que el manejo de la pandemia por parte del gobierno es un fracaso. 232,608 vidas humanas perdidas por la incompetencia y la soberbia de quienes nos gobiernan. Una catástrofe que nunca debió de haber sido.  #Covid19_mx",https://twitter.com/Rogubravo/status/1409707565479448580
1985,1409707261287571463,SandraSirhan,2021-06-29 02:56:16+00:00,"Curva Contagio Subió x Desacato alentado x #Todes 
#Matus anunció 8000 muertes x #Covid19 tuvo 8000 likes
#Mónica Rió Guasona ante Dr #Paris Triste x Rebrote y reeleccion  #Izkia ella y #Kramer #Funa a #Mañalich
Provocó muertes fue Triunfo Político de #Comunismo Dijeron Eres Tu",https://twitter.com/SandraSirhan/status/1409707261287571463
1986,1409707109944418306,smcorrientes,2021-06-29 02:55:40+00:00,"La Dirección del Hospital J.R. Vidal, informó que este 28 de junio se registró un (1) caso positivo COVID-19. 
➡️Total Activos: 7 (siete).
➡️Si tiene síntomas, llame lo antes posible al Hospital, teléfonos:  107 - 3781 483420.",https://twitter.com/smcorrientes/status/1409707109944418306
1987,1409707068882264065,Gabriel240371,2021-06-29 02:55:30+00:00,Que vamos a hacer en nuestro país con un toque de queda infernal ya que el covid 19 sale de noche y entonces nos arrancamos a las 9 y a las 9:05 se va la luz en un circuito que era 24 horas hasta llegar @luisabinader ya lo dijo @DaniloMedina clamaran por PLD. Malditas @EdeesteRD,https://twitter.com/Gabriel240371/status/1409707068882264065
1988,1409706494338113539,NarvarteVecinos,2021-06-29 02:53:13+00:00,"Una familia vecina tiene #COVID19 , su tos se escucha en todo el edificio.
Por favor vecinos no bajemos la guardia a seguirnos cuidando.
@En_laDelValle 
#UsaCubrebocas",https://twitter.com/NarvarteVecinos/status/1409706494338113539
1989,1409706492375171075,dradrianrosa,2021-06-29 02:53:13+00:00,"Se está esperando la aprobación del Instituto Gamaleya, de las 448.625 dosis de Sputnik V del 1er componente, Fabricadas por Richmond; e ingresó principio activo para producir 570.000 más. Y también se irán a realizar del esperado 2do componente #SputnikV #Sputnik #Covid_19",https://twitter.com/dradrianrosa/status/1409706492375171075
1990,1409706358069370896,freddymillanAD,2021-06-29 02:52:41+00:00,"@monje2021Hoy a las 4 p.m. Alcabala entre la entrada de Ciudad Alianza y CC Las Garcitas, Policia Muncipal de Guacara, querían decomisar Bombonas de Oxígeno para paciente con Covid19, el policía mascando Chimó sin tapabocas pedía facturas de los cilindros de oxígeno. Abuso.",https://twitter.com/freddymillanAD/status/1409706358069370896
1991,1409706321687896070,ayelenayala97,2021-06-29 02:52:32+00:00,Me llegó el turno para la vacunación contra el covid-19 🥰,https://twitter.com/ayelenayala97/status/1409706321687896070
1992,1409706217094615044,Klermijares,2021-06-29 02:52:07+00:00,"¡Gracias Dios! por la salud de mi abuela, por su evolución ante el covid19; las palabras sobran. 

Mi corazón confiado está, porque tú eres misericordioso. 

Mi deseo: salud para éste planeta 🙌",https://twitter.com/Klermijares/status/1409706217094615044
1993,1409706122043301900,SandraSirhan,2021-06-29 02:51:45+00:00,"Subieron Curva de Contagio  por Desacato   
8000 likes tuvo Tuit #Matus anunció 8000 muertes x #Covid19
#MónicaRincón Rió Guasona ante Dr #Paris Triste x Rebrote y reelgida #Izkia
 #Kramer Mofa a #Mañalich fue contra Control Pandemia pa
Muertes y Triunfo Político Dijeron Eres Tu",https://twitter.com/SandraSirhan/status/1409706122043301900
1994,1409705449759277060,SandraSirhan,2021-06-29 02:49:04+00:00,"Por #Maduro Subieron Curva de Contagio    
8000 likes tuvo Tuit de #Matus anunció 8000 muertes x #Covid19
#MónicaRincón sonrió en Cámara ante Dr #Paris Triste x Rebrote 
#Izkia y #Kramer Mofa a #Mañalich atacaron Control de Pandemia y muerte Fue Triunfo Político Dijeron Eres Tu",https://twitter.com/SandraSirhan/status/1409705449759277060
1995,1409705024033214466,LopezMarlyst,2021-06-29 02:47:23+00:00,Publicaron el Balance de Covid-19 de hoy 28-6-2021?,https://twitter.com/LopezMarlyst/status/1409705024033214466
1996,1409704795791790087,dradrianrosa,2021-06-29 02:46:29+00:00,"Que sueñen con los Angelitos: Es tarde, pero mañana, arriba un vuelo con dosis del 1er y 2do componente de Sputnik V. Cuando se informe la cantidad, lo difundo. Vacunar, Ventilar y usar bien el Barbijo, es clave #SputnikV #Sputnik #VacunaCOVID19 #pandemia #Covid_19 #CovidVaccine",https://twitter.com/dradrianrosa/status/1409704795791790087
1997,1409704713386283015,YoBlumen,2021-06-29 02:46:09+00:00,"""La OMS insta a las personas completamente vacunadas a seguir usando mascarillas, distancia física y seguir con todas las medidas de seguridad para la pandemia de Covid-19, ya que la variante Delta altamente contagiosa se propaga rápidamente por todo el mundo.""
Eso recomienda",https://twitter.com/YoBlumen/status/1409704713386283015
1998,1409704397232164875,SandraSirhan,2021-06-29 02:44:53+00:00,"Meta #Maduro #Todes Subir Curva Contagio    
8000 likes tuvo Tuit de #Matus anunció 8000 muertes x #Covid19
#MónicaRincón sonrió en Cámara ante Dr #Paris Triste por Rebrote 
El Desacato fue
CHORO x #Kramer
Derrotar a #Mañalich  Control de Pandemia fue Triunfo Político lo acusaron",https://twitter.com/SandraSirhan/status/1409704397232164875
1999,1409704214494814220,rociolmosolmos,2021-06-29 02:44:10+00:00,"Y ahora qué, garantizada la vacuna cubana contra el covid-19? Garantiza muerte segura y comprobada. Cierto @piedadcordoba.",https://twitter.com/rociolmosolmos/status/1409704214494814220
2000,1409703654408417287,PeterCv355,2021-06-29 02:41:56+00:00,Fiebre 🌡️ dolor de brazo 😖 pero nada que no se pueda sobrellevar. Vacuna #COVID19,https://twitter.com/PeterCv355/status/1409703654408417287
2001,1409703519611887618,letagg,2021-06-29 02:41:24+00:00,"Seguramente por eso dejaron morir a muchas personas por COVID-19, pensaron que era un golpe de Estado #HDSPM",https://twitter.com/letagg/status/1409703519611887618
2002,1409703511021871109,agrochaman,2021-06-29 02:41:22+00:00,"Hoy recibí la vacuna contra el COVID19. Mi agradecimiento a todos los que agregamos valor trabajando, pagamos impuestos y solventamos los gastos (la mayoría estrafalarios) del estado. Sin nuestro esfuerzo todo esto no sería posible. #VacunaCOVID19",https://twitter.com/agrochaman/status/1409703511021871109
2003,1409703503413485576,YutzillOlan,2021-06-29 02:41:20+00:00,"Hoy he sido la persona mas feliz del mundo, mi papi por fin esta vacunado 😭 no saben el gran alivio que sentimos. Por favor todos los que tengan oportunidad convenzan, manden o acompañen a sus familiares a vacunarse contra Covid 19.Cualquier vacuna aprobada es mejor que ninguna.",https://twitter.com/YutzillOlan/status/1409703503413485576
2004,1409703286035259396,lamargith,2021-06-29 02:40:29+00:00,"Mis manos se están llenando de pecas. Desde hace más de un año cambié el protector solar por gel antibacterial; me he protegido del Covid-19, mas no de los rayos UV.",https://twitter.com/lamargith/status/1409703286035259396
2005,1409703234256523265,SDaldia,2021-06-29 02:40:16+00:00,Salud Pública “cierra por 48 horas” restaurante Pepperoni por violar protocolo COVID-19,https://twitter.com/SDaldia/status/1409703234256523265
2006,1409702839601958920,YsaBriMargiotta,2021-06-29 02:38:42+00:00,Vuelvo a ver en todas mis redes sociales casos solicitando ayuda por covid-19 es decir que los casos siguen aumentando en Venezuela?,https://twitter.com/YsaBriMargiotta/status/1409702839601958920
2007,1409702738884128772,carlosnanezr,2021-06-29 02:38:18+00:00,"Dos veces sobreviví el COVID-19, las secuelas de esta segunda arremetida fueron importantes, además de anímicamente terribles me habría encantado superar esto con mi maestro #Gus, empero el no aguantó, se nos fue y con él este sentimiento de orfandad e impotencia Aquí estoy.",https://twitter.com/carlosnanezr/status/1409702738884128772
2008,1409702590808354818,GuiselaPimpine1,2021-06-29 02:37:43+00:00,Tributo a las víctimas del Covid-19 en #LaRed,https://twitter.com/GuiselaPimpine1/status/1409702590808354818
2009,1409702307135049735,eseromero,2021-06-29 02:36:35+00:00,También en Wikileaks hay noticias falsas: el expresidente Jean Bertrand Aristide se está recuperando en Cuba del COVID 19,https://twitter.com/eseromero/status/1409702307135049735
2010,1409702297383227398,MichelleCats1,2021-06-29 02:36:33+00:00,"El Esmad estalló en el barrio Villanueva de Piedecuesta y uno de los gases entró a una casa, una persona de las que estaban allí se estaba ahogando por los efectos del gas y por complicaciones de salud por el Covid-19, no sé el estado de salud de la persona. Pirobos hptas.",https://twitter.com/MichelleCats1/status/1409702297383227398
2011,1409702271248605184,Sarmientobarlet,2021-06-29 02:36:27+00:00,Se comenta que mañana Matanzas puede dar una cantidad ALARMANTE de casos positivos a la Covid-19. Por Dios que no sea real el dato que ofrecen de manera extraoficial. Mis amigos yumurinos cuídense mucho.,https://twitter.com/Sarmientobarlet/status/1409702271248605184
2012,1409702086795677697,Aduana_Cuba,2021-06-29 02:35:43+00:00,"#Cuba
@invntario tenemos qué porciento de la población #cubana a dado positivo al #COVID19 ?",https://twitter.com/Aduana_Cuba/status/1409702086795677697
2013,1409701748919345157,dnaedith,2021-06-29 02:34:22+00:00,"Los que han viajado en el último año ¿Se han hecho la prueba del COVID-19 al regresar de su viaje? 

Aunque no me siento mal ni nada por el estilo creo que por responsabilidad debería hacermela pero no sé si tenga que esperar unos días o así, apenas regresé ayer de Monterrey.🤔",https://twitter.com/dnaedith/status/1409701748919345157
2014,1409701472485351426,Cero_Lies,2021-06-29 02:33:16+00:00,"Con rel. al Covid19, y aun están a tiempo; Los gob. de C.A. debieron/deben:
1. Revisar todos los presupuestos de todos los ministerios Y ENTIDADES Y VOLCARLOS AL COVID. Dejar solo los sueldos y salarios y el resto TODO, TODITO DEDICARLO AL COVID: HOSP., GENTE, MEDICINA, VACUNAS.",https://twitter.com/Cero_Lies/status/1409701472485351426
2015,1409700940173647884,daniellemx_,2021-06-29 02:31:09+00:00,"Las cifras oficiales de #Covid_19 en México para este lunes son:

-44 defunciones.

-1,661 contagios.

Acumulado:

-232,608 decesos.

-2,507,453 casos.",https://twitter.com/daniellemx_/status/1409700940173647884
2016,1409700753367736331,Mariana63029977,2021-06-29 02:30:25+00:00,Que en paz descansen doña Rosa y don Roberto fallecieron por covid 19 sus hijos se habían enojado con ellos y no los visitaban y ahora vienen a llorar que ironía de la vida QEPD 😭,https://twitter.com/Mariana63029977/status/1409700753367736331
2017,1409700533351317511,xivira,2021-06-29 02:29:32+00:00,"Diversión y derroche de recursos en un carnaval de elecciones desde ahora hasta el 2000 siempre, mientras el pueblo bajo rejas, sin empleo ni sueldo, con pensiones miseras, sin vacunas, etc viven a lo que dios quiera ligando no tropezar con el COVID19 en cualquier esquina y chao.",https://twitter.com/xivira/status/1409700533351317511
2018,1409700431631065097,duvanmarinm,2021-06-29 02:29:08+00:00,"Para vivir la realidad del #covid19 hoy, vale la pena escuchar y replicar la entrevista al médico Julio César Castellanos en @rcnradio domingo 26 10 pm. por la colega @ArritoPimentel . Preguntas serias-sencillas, para respuestas reales-prácticas, como debe ser, periodistas",https://twitter.com/duvanmarinm/status/1409700431631065097
2019,1409700412274339843,CsarAlex1985,2021-06-29 02:29:03+00:00,Cuba reporta 2 589 nuevos casos de COVID-19 y 12 fallecidos. #Cuba #DeZurdaTeam #PatriaGrande #NoMasBloqueo,https://twitter.com/CsarAlex1985/status/1409700412274339843
2020,1409700318703587328,graymermendez,2021-06-29 02:28:41+00:00,"Esperamos con fe, y confiamos en el trabajo de los médicos para que la leyenda de la radio #Willyrodriguez pueda salir de este difícil momento por el que está pasando aquejado de #Covid_19 
Está en cuidados intensivos en @CedimatRD @z101digital",https://twitter.com/graymermendez/status/1409700318703587328
2021,1409700122787676160,rociojimenez15,2021-06-29 02:27:54+00:00,"#México llega a 232 mil 608 defunciones confirmadas por #COVID19

También se confirmaron 2 millones 507 mil 453 casos positivos de coronavirus",https://twitter.com/rociojimenez15/status/1409700122787676160
2022,1409700093528199175,noticiasyabq,2021-06-29 02:27:47+00:00,"897 contagios de Covid-19 en Atlántico, de los 28.478 casos nuevos en el país.
496 son de Barranquilla y 401 de los municipios del Atl.
En el país fallecieron 648, 9 fueron en Bquilla y 12 en poblaciones, Soledad murieron 9 personas y en Sabanalarga, Baranoa y Sabanagrande 1 c/u",https://twitter.com/noticiasyabq/status/1409700093528199175
2023,1409700075509411841,venezuelanita,2021-06-29 02:27:43+00:00,Increíble que a estas alturas existan idiotas que expresen que COVID19  jamás  existió  y es una mentira .,https://twitter.com/venezuelanita/status/1409700075509411841
2024,1409700073341034510,JCQQ1,2021-06-29 02:27:43+00:00,"Históricamente El Salvador siempre ha sido un país que ha recibido a guatemaltecos en temas médicos, muchas personas de oriente se van al vecino país para que los atiendan los hospitales, no seria extraño que ya estén aplicados vacunas para el #Covid_19 para nacionales.",https://twitter.com/JCQQ1/status/1409700073341034510
2025,1409699611829096451,PaolaCCalle1,2021-06-29 02:25:53+00:00,"Impulsamos en la Legislatura un proyecto de Declaración a fin de manifestar preocupación por la pérdida de dosis de vacunas contra el #Covid_19 debido a la mala organización de la vacunación en los geriátricos de San Rafael, por parte de la Región Sur de @MinSaludMza",https://twitter.com/PaolaCCalle1/status/1409699611829096451
2026,1409699491486175236,howareyoualicia,2021-06-29 02:25:24+00:00,"no hay sputnik v 2, se esta aplicando 130 mil vacunas diarias por favor aumenten la aplicación de vacunas covid 19, el domingo publico la ministra que empieza a vacunar 400 mil por día en 30 dias 14millones , que cumpla con la palabra, con los ciudadanos Argentinos",https://twitter.com/howareyoualicia/status/1409699491486175236
2027,1409699472653750276,Haksafy,2021-06-29 02:25:19+00:00,No soy médico pero con un plan de vacunación tan débil y con un pueblo que no guarda las medidas de prevención siento que #Guatemala es como caldo de cultivo para que se presenten muchas variantes del #Covid_19,https://twitter.com/Haksafy/status/1409699472653750276
2028,1409699213441527811,Chatitopablito1,2021-06-29 02:24:18+00:00,Un sobrino trabaja como enfermero en el área de covid-19 en el hospital de mi pueblo. Al pobre no le han pagado desde hace 3 meses 🤦‍♂️,https://twitter.com/Chatitopablito1/status/1409699213441527811
2029,1409699207468908546,cargar2010,2021-06-29 02:24:16+00:00,"El #Mundo amenazado por un enemigo inesperado, el #COVID_19, y los ""superhéroes"" de EEUU salieron a sancionar, a bloquear,  a robar a pueblos. Mientras  #CHINA brindó su solidaridad!",https://twitter.com/cargar2010/status/1409699207468908546
2030,1409699117685641216,norges14,2021-06-29 02:23:55+00:00,"Hay apagones en toda Cuba, hambruna, fronteras semi-cerradas, casi todo en MLC (pero no se pueden usar dólares), no hay pies secos pies mojados, los hospitales colapsan, los casos de COVID-19 aumentan, no hay medicamentos y la gente se cansa … llegará la dictadura al doble 2 ?",https://twitter.com/norges14/status/1409699117685641216
2031,1409698914945568771,bzamoratv,2021-06-29 02:23:06+00:00,"Un estudio de Washington University @WUSTL publicado en @Nature indica que la protección de las vacunas de #Pfizer y #Moderna contra el #COVID19 podría durar incluso años, reduciendo la posibilidad de una dosis de refuerzo para los vacunados.",https://twitter.com/bzamoratv/status/1409698914945568771
2032,1409698865503035392,catambre,2021-06-29 02:22:55+00:00,"#FinalYoSoy #FinalYoSoyChv siguen sin usar mascarillas conductores y jurado... acaban de mostrar en #chvnoticias
#Covid_19 
#COVID19 
#Covid19Chile 
@ministeriosalud",https://twitter.com/catambre/status/1409698865503035392
2033,1409698750591750151,aarontuit,2021-06-29 02:22:27+00:00,"Hoy @saludsinaloagob “actualizó” su estadística y de sopetón reportan 1219 casos de #COVID19 teniendo 1085 pacientes activos con el virus. Está “actualización” obedece a rezagos de los últimos tres meses. Sí, las mismas fechas en que hubo campañas. #PuroSinaloa",https://twitter.com/aarontuit/status/1409698750591750151
2034,1409698601463283713,licmarin84,2021-06-29 02:21:52+00:00,Ahora que resulta que con el covid-19 bajo el índice de consumo de drogas según la secretaria de salud  y la conadic ustedes que piensan,https://twitter.com/licmarin84/status/1409698601463283713
2035,1409698288089976834,Felvusi,2021-06-29 02:20:37+00:00,"#Covid19Chile  #QuedateEnCasa  #COVID19 #Minsal  segunda persona con virus delta proveniente de Europa, y en qué quedó eso de fronteras cerradas?",https://twitter.com/Felvusi/status/1409698288089976834
2036,1409697927006613507,elpazuzu,2021-06-29 02:19:11+00:00,"El sábado concluyó la vacunación en su primera dosis anti covid-19 al oriente de cd neza a las personas de edad 40/49,. todo en orden.muchas gracias a nuestro presidente legítimo @lopezobrador_ , @HLGatell , @m_ebrard y  a todo el personal que nos trató muy bien 🙌🙂🙌",https://twitter.com/elpazuzu/status/1409697927006613507
2037,1409697860438827017,AnaMariaCarbon6,2021-06-29 02:18:55+00:00,Concierto en La Red. En homenaje a los fallecidos por covid19.  Orquesta filarmónica de Santiago.  Pasé por ahí y me quedé.  Debo reconocer que es una excelente iniciativa.  Lo bueno se valora. Gracias 🤝,https://twitter.com/AnaMariaCarbon6/status/1409697860438827017
2038,1409697630221856768,LuzMarinaAyal18,2021-06-29 02:18:00+00:00,"Si nos vacunados,  tenemos  la posibilidad  de salvarnos del  Covid-19,   pero si no lo hacemos corremos el riesgo de contraer este peligroso virus. Si ya tienes la edad  vacunate.",https://twitter.com/LuzMarinaAyal18/status/1409697630221856768
2039,1409697604150071302,Henryme96924661,2021-06-29 02:17:54+00:00,Mi pregunta porque solo dan noticia  un 90% solo hablan solo del covid19 y no investigan la realidad  ay más noticias ya usted hasta la palabra covid19 le sale sola de su boca cual es el negocio @AliciaOrtegah @RDSomosPueblo @SIN24Horas @,https://twitter.com/Henryme96924661/status/1409697604150071302
2040,1409697231674896384,juansilverio01,2021-06-29 02:16:25+00:00,Entonces el aumento para el #sectorsalud solo fue para los médicos? Hay muchas áreas que le dan soporte a #Covid_19 y los que menos necesitan son los ricos @luisabinader @SaludPublicaRD así no mucha gente trabajando directamente en el área de covid cobrando 10mil pesos,https://twitter.com/juansilverio01/status/1409697231674896384
2041,1409697162888245261,Checho2202,2021-06-29 02:16:09+00:00,"Sexto día de aislamiento (Covid19+) muchos mensajes, llamadas de fliares, amigos y conocidos llenos de optimismo y de convicciones que el mañana es mucho mejor con la bendición de DIOS, una segunda oportunidad para seguir viviendo siendo felíz con estos detalles. #Gratitud🙏🏼 💞",https://twitter.com/Checho2202/status/1409697162888245261
2042,1409697066448654336,MartinezLiena,2021-06-29 02:15:46+00:00,"Este sábado 26 de junio falleció en La Habana, por problemas asociados a la COVID-19, el capitán del Ejército Rebelde Orlando Borrego Díaz, a la edad de 85 años. EPD🙏",https://twitter.com/MartinezLiena/status/1409697066448654336
2043,1409697040469135364,rolas_mx,2021-06-29 02:15:40+00:00,"Entre las cosas que sí dijo Gatell en la entrevista con los moneros, es la confirmación de una tercera ola de contagios de la Covid19 en Yucatán, Quintana Roo y Baja California sur.",https://twitter.com/rolas_mx/status/1409697040469135364
2044,1409697021775122436,JuanHer20314377,2021-06-29 02:15:35+00:00,#OpinaSIN yo no entiendo al gobierno si ellos siempre en las famosas medidas para contrarrestar el covid 19 siempre ellos decían que eran recomendaciones de la OPS y OMS entonces ahora no cuenta su opinión queda evidenciado que es bueno el negocio de las vacunas,https://twitter.com/JuanHer20314377/status/1409697021775122436
2045,1409696539006496776,munoznotired,2021-06-29 02:13:40+00:00,"🚨Santa Cruz. El Ministerio de Salud comunicó la muerte de tres personas por COVID19. Fueron en Rio Gallegos, 3 hombres de 26, 59 y de 62 años.
🙏 al momento 877 decesos atribuidos a covid19, desde que comenzó la pandemia.",https://twitter.com/munoznotired/status/1409696539006496776
2046,1409696519662362631,miguelm_barrios,2021-06-29 02:13:35+00:00,"No me ha dado:
-Dengue
-Chikungunya
-Zika
-H1N1
-COVID-19

¿A dónde mi premio?",https://twitter.com/miguelm_barrios/status/1409696519662362631
2047,1409696102303952896,jcurioca,2021-06-29 02:11:56+00:00,Un recuerdo a los que ya no están para mandar un #tuit he visto varias cuentas que hace más de un año no postean. #COVID19,https://twitter.com/jcurioca/status/1409696102303952896
2048,1409695803996655617,twtDAV,2021-06-29 02:10:45+00:00,"¿Existe el destino?
Familiares de la primera dama del Paraguay viajaron a EE.UU. para vacunarse contra el Covid19. Están entre los desaparecidos del edificio derrumbado en Miami.",https://twitter.com/twtDAV/status/1409695803996655617
2049,1409695752742313991,Lcarde10,2021-06-29 02:10:32+00:00,"A mi preciosa y perfecta familia que hizo hasta lo imposible porque yo estuviera bien durante mi cuarentena por COVID-19, de corazón gracias.",https://twitter.com/Lcarde10/status/1409695752742313991
2050,1409695157650268168,FRANCOLEANDRO10,2021-06-29 02:08:11+00:00,Resfrió Común = #COVID19,https://twitter.com/FRANCOLEANDRO10/status/1409695157650268168
2051,1409695038498508805,mfcc91,2021-06-29 02:07:42+00:00,Cuánto tiempo más tardará en volver mi olfato y gusto.  Ayy #COVID19 tus secuelas qué 😭😭,https://twitter.com/mfcc91/status/1409695038498508805
2052,1409694697757368327,cerebrito__,2021-06-29 02:06:21+00:00,"Gente sin formación en medicina leyendo papers y explicándonos durante más de un año cómo funciona una pandemia desde la economía, la filosofía y la sociología, un mal casi tan grave como la COVID-19.",https://twitter.com/cerebrito__/status/1409694697757368327
2053,1409694593222733833,MishCR,2021-06-29 02:05:56+00:00,"A ver muy bonito todo con las vacunas contra la influenza, pero esas NO sustituyen la vacuna contra el Covid-19. Me sorprendió ver en Repretel a una representante de un Ebais diciendo que entre semana solo administran la vacuna contra Influenza y que solo los sábados la Covid ???",https://twitter.com/MishCR/status/1409694593222733833
2054,1409694495323549700,lOrenitahxD,2021-06-29 02:05:33+00:00,"Hoy hace 4 meses que di positivo a Covid-19, mi abuela el 13 de julio está cumpliendo 4 meses de fallecida. Todo cambió desde que ella no está. Esto no es un juego, el virus sigue y yo sigo viendo a gente usando mal la mascarilla creyéndose inmune 😤😔💔.",https://twitter.com/lOrenitahxD/status/1409694495323549700
